Precio|Título|Ubicación|Precio por m²|Área|Habitaciones|Baños|Descripción Características|Descripción Título|Última Actualización|Tipo de Propiedad|Enlace de Propiedad|Extras
256289|2 Habitación Apartamento en venta en 102: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|2268|113|2|2|Esta propiedad es un apartamento de 113 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $256,289 ($2,268/m²).|2 Habitación Apartamento en venta en 102: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-102-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530396|N/A
238308|2 Habitación Apartamento en venta en 1002: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|1953|122|2|2|Esta propiedad es un apartamento de 122 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $238,308 ($1,953/m²).|2 Habitación Apartamento en venta en 1002: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-1002-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530402|N/A
290671|3 Habitación Apartamento en venta en 3003: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|1991|146|3|3|Esta propiedad es un apartamento de 146 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $290,671 ($1,991/m²).|3 Habitación Apartamento en venta en 3003: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-3003-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530400|N/A
312493|3 Habitación Apartamento en venta en 3004: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|2185|143|3|3|Esta propiedad es un apartamento de 143 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $312,493 ($2,185/m²).|3 Habitación Apartamento en venta en 3004: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-3004-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530398|N/A
285968|2 Habitación Apartamento en venta en 104: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|2383|120|2|2|Esta propiedad es un apartamento de 120 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $285,968 ($2,383/m²).|2 Habitación Apartamento en venta en 104: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-104-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530404|N/A
266026|3 Habitación Apartamento en venta en 2004: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|1914|139|3|3|Esta propiedad es un apartamento de 139 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $266,026 ($1,914/m²).|3 Habitación Apartamento en venta en 2004: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-2004-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530406|N/A
255391|3 Habitación Apartamento en venta en 2002: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|1878|136|3|3|Esta propiedad es un apartamento de 136 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $255,391 ($1,878/m²).|3 Habitación Apartamento en venta en 2002: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-2002-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530408|N/A
252403|2 Habitación Apartamento en venta en 1003: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|1942|130|2|2|Esta propiedad es un apartamento de 130 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $252,403 ($1,942/m²).|2 Habitación Apartamento en venta en 1003: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-1003-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530412|N/A
242238|2 Habitación Apartamento en venta en 1004: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|1954|124|2|2|Esta propiedad es un apartamento de 124 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $242,238 ($1,954/m²).|2 Habitación Apartamento en venta en 1004: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-1004-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530410|N/A
224267|3 Habitación Apartamento en venta en IB 7B: New Condo for Sale in Quiet Neighborhood of Quito with Stunning Views and All the Amenities|Quito, Quito|2039|110|3|2|Esta propiedad es un apartamento de 110 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $224,267 ($2,039/m²).|3 Habitación Apartamento en venta en IB 7B: New Condo for Sale in Quiet Neighborhood of Quito with Stunning Views and All the Amenities|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-ib-7b-new-condo-for-sale-in-quiet-neighborhood-of-quito-with-stunning-views-and-all-the-amenities-en-quito-pichincha-u558234|N/A
240575|1 Habitación Apartamento en venta en OH 901 D: Brand-new Completed Condo for Sale in Upscale District with Views of Quito - Showcasing Cr|Quito, Quito|3251|74|1|1|Esta propiedad es un apartamento de 74 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $240,575 ($3,251/m²).|1 Habitación Apartamento en venta en OH 901 D: Brand-new Completed Condo for Sale in Upscale District with Views of Quito - Showcasing Cr|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/1-habitación-apartamento-en-venta-en-oh-901-d-brand-new-completed-condo-for-sale-in-upscale-district-with-views-of-quito-showcasing-cr-en-quito-pichincha-u558242|N/A
245579|3 Habitación Apartamento en venta en IB 12A: New Condo for Sale in Quiet Neighborhood of Quito with Stunning Views and All the Amenities|Quito, Quito|2558|96|3|2|Esta propiedad es un apartamento de 96 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $245,579 ($2,558/m²).|3 Habitación Apartamento en venta en IB 12A: New Condo for Sale in Quiet Neighborhood of Quito with Stunning Views and All the Amenities|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-ib-12a-new-condo-for-sale-in-quiet-neighborhood-of-quito-with-stunning-views-and-all-the-amenities-en-quito-pichincha-u558266|N/A
195418|1 Habitación Apartamento en venta en OH 10001 L: Brand-new Completed Condo for Sale in Upscale District with Views of Quito - Showcasing|Quito, Quito|3204|61|1|1|Esta propiedad es un apartamento de 61 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $195,418 ($3,204/m²).|1 Habitación Apartamento en venta en OH 10001 L: Brand-new Completed Condo for Sale in Upscale District with Views of Quito - Showcasing|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/1-habitación-apartamento-en-venta-en-oh-10001-l-brand-new-completed-condo-for-sale-in-upscale-district-with-views-of-quito-showcasing-en-quito-pichincha-u558270|N/A
381720|3 Habitación Apartamento en venta en S 208: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Tumbaco, Quito|1564|244|3|4|Esta propiedad es un apartamento de 244 m² con 3 habitaciones y 4 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $381,720 ($1,564/m²).|3 Habitación Apartamento en venta en S 208: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-s-208-beautiful-contemporary-condo-for-sale-in-cumbaya-with-open-floor-plan-and-outdoor-living-room-en-tumbaco-pichincha-u553256|N/A
180000|4 Habitación Apartamento en venta en Gonzalez Suarez - Quito|Guangopolo, Quito|900|200|4|2|Esta propiedad es un apartamento de 200 m² con 4 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $180,000 ($900/m²).|4 Habitación Apartamento en venta en Gonzalez Suarez - Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/4-habitación-apartamento-en-venta-en-gonzalez-suarez-quito-en-guangopolo-pichincha-u559216|N/A
243750|2 Habitación Apartamento en venta en #318 KIRO Cumbayá: INVESTOR ALERT! Luxury 2BR Condo in Zone with High Appreciation|Cumbaya, Quito|2120|115|2|1|Esta propiedad es un apartamento de 115 m² con 2 habitaciones y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $243,750 ($2,120/m²).|2 Habitación Apartamento en venta en #318 KIRO Cumbayá: INVESTOR ALERT! Luxury 2BR Condo in Zone with High Appreciation|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-318-kiro-cumbaya-investor-alert-luxury-2br-condo-in-zone-with-high-appreciation-en-cumbaya-pichincha-u559144|N/A
190000|3 Habitación Apartamento en venta en Nayón - Quito|Nayon, Quito|1357|140|3|2|Esta propiedad es un apartamento de 140 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $190,000 ($1,357/m²).|3 Habitación Apartamento en venta en Nayón - Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-nayon-quito-en-nayon-pichincha-u559150|N/A
